,location,district,rooms,size,level,max_levels,price
3127,"город Ташкент, Яккасарайский район, Шота Руставели",Яккасарайский,1,35.0,2,3,34500.0
3128,"город Ташкент, Мирзо-Улугбекский район, Тамары Хонум",Мирзо-Улугбекский,3,83.0,5,5,83000.0
3129,"город Ташкент, Чиланзарский район, Чиланзар",Чиланзарский,1,36.0,2,5,26500.0
3130,"город Ташкент, Чиланзарский район, Чиланзар-17",Чиланзарский,1,42.0,2,9,25000.0
3131,"город Ташкент, Чиланзарский район, Чиланзар-4",Чиланзарский,2,50.0,4,5,34500.0
3132,"город Ташкент, Чиланзарский район, Чиланзар",Чиланзарский,1,35.0,4,4,24500.0
3133,"город Ташкент, Чиланзарский район, Чиланзар-9",Чиланзарский,2,50.0,1,4,35000.0
3134,"город Ташкент, Юнусабадский район, Юнусабад-6",Юнусабадский,4,90.0,2,4,48500.0
3135,"город Ташкент, Юнусабадский район, Юнусабад-17",Юнусабадский,4,106.0,1,6,106000.0
3136,"город Ташкент, Юнусабадский район, Юнусабад-14",Юнусабадский,3,78.0,7,9,38000.0
3137,"город Ташкент, Олмазорский район, Шифокорлар Шахарчаси",Олмазорский,5,200.0,1,9,102000.0
3138,"город Ташкент, Чиланзарский район, Чиланзар-11",Чиланзарский,2,50.0,1,4,31500.0
3139,"город Ташкент, Чиланзарский район, Чиланзар",Чиланзарский,1,45.0,2,5,29500.0
3140,"город Ташкент, Учтепинский район, Чиланзар-9А",Учтепинский,3,68.0,2,5,49500.0
3141,"город Ташкент, Чиланзарский район, Чиланзар-2",Чиланзарский,2,48.0,1,4,34500.0
3142,"город Ташкент, Шайхантахурский район, Ибн Сина",Шайхантахурский,3,80.0,2,8,68000.0
3143,"город Ташкент, Мирзо-Улугбекский район, Хуросон",Мирзо-Улугбекский,3,68.0,9,9,31000.0
3144,"город Ташкент, Чиланзарский район, Чиланзар 2-й квартал",Чиланзарский,3,67.68,3,4,47000.0
3146,"город Ташкент, Мирабадский район, 1-й проезд Катта Миробод",Мирабадский,2,75.0,2,10,103000.0
3147,"город Ташкент, Яккасарайский район, Юнуса Раджаби",Яккасарайский,1,38.0,3,5,36000.0
3148,"город Ташкент, Юнусабадский район, Юнусабад-12",Юнусабадский,3,68.0,4,4,44000.0
3149,"город Ташкент, Юнусабадский район, ц-5 Киёт (Ц-5) ",Юнусабадский,2,60.0,2,9,45000.0
3150,"город Ташкент, Мирабадский район, Шахрисабз",Мирабадский,3,70.0,2,3,75000.0
3151,"город Ташкент, Юнусабадский район",Юнусабадский,3,73.0,2,9,62000.0
3152,"город Ташкент, Мирабадский район, Тараса Шевченко",Мирабадский,2,65.0,4,4,60000.0
3153,"город Ташкент, Яккасарайский район, Массив.Кушбеги.13",Яккасарайский,1,39.0,2,5,26700.0
3154,"город Ташкент, Юнусабадский район, ц-5 Киёт (Ц-5) ",Юнусабадский,5,140.0,5,9,102000.0
3155,"город Ташкент, Мирзо-Улугбекский район, ц-2 Олой (Ц-2) ",Мирзо-Улугбекский,2,60.0,3,4,52000.0
3156,"город Ташкент, Мирабадский район, Улица Чехова",Мирабадский,2,62.0,5,9,53500.0
3157,"город Ташкент, Мирабадский район, Кунаева",Мирабадский,3,75.0,6,9,80000.0
3158,"город Ташкент, Мирабадский район, Госпитальный",Мирабадский,4,110.0,6,9,85000.0
3159,"город Ташкент, Олмазорский район, Ниезова кўчаси",Олмазорский,3,80.0,6,9,49000.0
3160,"город Ташкент, Учтепинский район, Чиланзар-25",Учтепинский,3,60.0,3,5,38000.0
3161,"город Ташкент, Мирабадский район, Шахрисабз",Мирабадский,3,160.0,6,8,219000.0
3162,"город Ташкент, Шайхантахурский район, обводная  Нурафшон",Шайхантахурский,3,70.0,3,9,55000.0
3163,"город Ташкент, Мирзо-Улугбекский район, Кори Ниёзий",Мирзо-Улугбекский,4,200.0,2,7,500000.0
3164,"город Ташкент, Юнусабадский район, Олой Бозори",Юнусабадский,2,62.0,4,9,55000.0
3165,"город Ташкент, Учтепинский район, Чиланзар 24-й квартал",Учтепинский,3,70.0,4,5,40000.0
3166,"город Ташкент, Юнусабадский район, Посира",Юнусабадский,2,55.0,2,5,32500.0
3167,"город Ташкент, Яккасарайский район, Мухандислар",Яккасарайский,3,90.0,5,8,85000.0
3168,"город Ташкент, Мирзо-Улугбекский район, Элобод",Мирзо-Улугбекский,3,136.0,2,8,130000.0
3169,"город Ташкент, Юнусабадский район, Киёт",Юнусабадский,3,72.0,4,4,65000.0
3170,"город Ташкент, Яккасарайский район, Мирабад",Яккасарайский,3,75.0,7,9,63000.0
3171,"город Ташкент, Чиланзарский район, Чиланзар",Чиланзарский,2,54.0,1,4,32500.0
3172,"город Ташкент, Чиланзарский район, Чиланзаре 11",Чиланзарский,2,55.0,2,4,33500.0
3173,"город Ташкент, Мирзо-Улугбекский район, Феруза-1",Мирзо-Улугбекский,2,45.0,4,4,29000.0
3174,"город Ташкент, Чиланзарский район, Чиланзар-18",Чиланзарский,2,54.0,4,4,33000.0
3175,"город Ташкент, Мирзо-Улугбекский район, Буз-2 (Буз) ",Мирзо-Улугбекский,2,38.0,5,5,27500.0
3176,"город Ташкент, Шайхантахурский район, Международный деловой центр Tashkent City",Шайхантахурский,3,108.0,7,7,90000.0
3177,"город Ташкент, Мирзо-Улугбекский район, Олой",Мирзо-Улугбекский,2,60.0,6,9,38500.0
3178,"город Ташкент, Мирзо-Улугбекский район, Карасу 1-й квартал",Мирзо-Улугбекский,2,65.0,5,5,37000.0
3179,"город Ташкент, Мирзо-Улугбекский район, проспект Мустакиллик",Мирзо-Улугбекский,5,150.0,3,7,150000.0
3180,"город Ташкент, Мирабадский район, Нукус",Мирабадский,1,30.0,4,4,48000.0
3181,"город Ташкент, Юнусабадский район, Киёт",Юнусабадский,4,85.0,2,4,80000.0
3182,"город Ташкент, Юнусабадский район, Киёт",Юнусабадский,2,50.0,4,4,44000.0
3183,"город Ташкент, Юнусабадский район, Юнусабад 2кв",Юнусабадский,3,84.0,8,9,41000.0
3184,"город Ташкент, Юнусабадский район, Казахстанская",Юнусабадский,2,62.0,1,5,41000.0
3185,"город Ташкент, Мирзо-Улугбекский район, Карасу 1-й квартал",Мирзо-Улугбекский,2,60.0,5,5,32000.0
3186,"город Ташкент, Мирзо-Улугбекский район, Бешогайнилар",Мирзо-Улугбекский,2,60.0,8,9,45000.0
3187,"город Ташкент, Мирзо-Улугбекский район, Хумаюн",Мирзо-Улугбекский,2,60.0,8,9,31501.0
3188,"город Ташкент, Мирзо-Улугбекский район, Карасу 1-й квартал",Мирзо-Улугбекский,2,60.0,8,9,39500.0
3189,"город Ташкент, Мирзо-Улугбекский район, Зиёлилар",Мирзо-Улугбекский,3,90.0,6,9,42000.0
3190,"город Ташкент, Яшнободский район, Ташсельмаш",Яшнободский,1,30.0,3,3,24000.0
3191,"город Ташкент, Мирзо-Улугбекский район, Олимлар (Морозова) ",Мирзо-Улугбекский,1,23.0,3,3,22500.0
3192,"город Ташкент, Яшнободский район, Асалобод (Слонима) ",Яшнободский,4,114.0,1,9,40000.0
3193,"город Ташкент, Мирзо-Улугбекский район, Магрур (Индустриальная) ",Мирзо-Улугбекский,2,40.0,2,2,25000.0
3194,"город Ташкент, Мирабадский район, Саракулька",Мирабадский,2,54.0,4,4,41500.0
3195,"город Ташкент, Мирзо-Улугбекский район, Шукур Бурхонов",Мирзо-Улугбекский,3,75.0,2,4,60000.0
3196,"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак Йули",Мирзо-Улугбекский,3,78.0,4,4,62000.0
3197,"город Ташкент, Мирабадский район, Нукус",Мирабадский,4,120.0,1,4,135000.0
3198,"город Ташкент, Чиланзарский район, Чиланзар 6-й квартал",Чиланзарский,2,40.0,2,4,36500.0
3199,"город Ташкент, Мирабадский район, Тараса Шевченко",Мирабадский,3,65.0,5,9,74000.0
3200,"город Ташкент, Юнусабадский район, Юнусабад 8-й квартал",Юнусабадский,2,60.0,2,4,41500.0
3201,"город Ташкент, Мирабадский район, Тараса Шевченко",Мирабадский,2,65.0,2,6,89000.0
3202,"город Ташкент, Мирабадский район, Тараса Шевченко",Мирабадский,2,60.0,5,16,69000.0
3203,"город Ташкент, Яккасарайский район, Шота Руставели",Яккасарайский,3,125.0,4,8,150000.0
3204,"город Ташкент, Мирабадский район, Тараса Шевченко",Мирабадский,4,200.0,2,4,125000.0
3205,"город Ташкент, Мирабадский район, Мирабад",Мирабадский,4,160.0,4,9,195000.0
3206,"город Ташкент, Мирабадский район, Мирабад",Мирабадский,4,160.0,4,9,160000.0
3207,"город Ташкент, Учтепинский район, Чиланзар 13-й квартал махалля Кухна-Чупонота",Учтепинский,2,47.0,3,4,30000.0
3208,"город Ташкент, Мирабадский район, Тараса Шевченко",Мирабадский,3,70.0,2,4,67000.0
3209,"город Ташкент, Яккасарайский район, 9-й проезд Абдуллы Каххара",Яккасарайский,3,80.0,7,16,42000.0
3210,"город Ташкент, Мирабадский район, Нукус",Мирабадский,3,88.0,5,5,49000.0
3211,"город Ташкент, Юнусабадский район, Олой Бозори",Юнусабадский,4,116.0,7,9,73000.0
3212,"город Ташкент, Мирзо-Улугбекский район, Паркент",Мирзо-Улугбекский,3,93.0,2,9,88000.0
3213,"город Ташкент, Мирзо-Улугбекский район, Аккурган",Мирзо-Улугбекский,3,70.0,4,5,46500.0
3214,"город Ташкент, Юнусабадский район, Юнусабад 4-й квартал",Юнусабадский,2,50.0,1,4,35000.0
3215,"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 2-й квартал",Мирзо-Улугбекский,4,77.0,3,4,43998.0
3216,"город Ташкент, Мирзо-Улугбекский район, Олой",Мирзо-Улугбекский,2,55.0,5,5,31500.0
3217,"город Ташкент, Учтепинский район, Чиланзар 12-й квартал",Учтепинский,2,49.0,4,9,37000.0
3218,"город Ташкент, Юнусабадский район, Кашгар",Юнусабадский,2,60.0,2,9,44500.0
3219,"город Ташкент, Чиланзарский район, Чиланзар 1-й квартал",Чиланзарский,2,64.0,4,4,47000.0
3220,"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак Йули",Мирзо-Улугбекский,2,43.0,5,5,47500.0
3221,"город Ташкент, Юнусабадский район, Юнусабад 7-й квартал",Юнусабадский,2,56.0,3,4,35000.0
3222,"город Ташкент, Олмазорский район, обводная  Нурафшон",Олмазорский,2,72.0,4,5,55000.0
3223,"город Ташкент, Юнусабадский район, Юнусабад 8-й квартал",Юнусабадский,4,100.0,1,4,75000.0
3224,"город Ташкент, Сергелийский район, Курувчи",Сергелийский,1,40.0,9,9,17200.0
3225,"город Ташкент, Мирабадский район, Госпитальный",Мирабадский,3,115.0,7,10,115000.0
3226,"город Ташкент, Шайхантахурский район, Международный деловой центр Tashkent City",Шайхантахурский,3,110.0,7,8,120000.0
3227,"город Ташкент, Мирабадский район, Госпитальный",Мирабадский,3,85.0,3,9,85000.0
3228,"город Ташкент, Яккасарайский район, Шота Руставели",Яккасарайский,1,30.0,4,4,23500.0
3229,"город Ташкент, Мирабадский район, Госпитальный",Мирабадский,1,52.0,9,9,52000.0
3230,"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 4-й квартал",Мирзо-Улугбекский,2,60.0,8,9,37000.0
3231,"город Ташкент, Яшнободский район, Городок Авиастроителей 3-й квартал",Яшнободский,1,30.0,3,4,23500.0
3232,"город Ташкент, Чиланзарский район, Чиланзар-6",Чиланзарский,1,32.0,2,4,25000.0
3233,"город Ташкент, Чиланзарский район, Чиланзар-6",Чиланзарский,2,50.0,2,4,34500.0
3234,"город Ташкент, Чиланзарский район, Чиланзар",Чиланзарский,2,60.0,5,9,36000.0
3235,"город Ташкент, Чиланзарский район, Чиланзар",Чиланзарский,1,40.0,1,5,25500.0
3236,"город Ташкент, Чиланзарский район, Чиланзар",Чиланзарский,2,60.0,5,9,39000.0
3237,"город Ташкент, Чиланзарский район, Чиланзар-10",Чиланзарский,2,50.0,3,5,34500.0
3238,"город Ташкент, Чиланзарский район, Чиланзар-10",Чиланзарский,2,56.0,2,4,36500.0
3239,"город Ташкент, Чиланзарский район, Чиланзар",Чиланзарский,1,42.0,4,9,25000.0
3240,"город Ташкент, Чиланзарский район, Чиланзар",Чиланзарский,1,45.0,2,5,29500.0
3241,"город Ташкент, Чиланзарский район",Чиланзарский,2,60.0,3,5,36500.0
3242,"город Ташкент, Чиланзарский район, Чиланзар",Чиланзарский,2,46.0,4,4,29500.0
3243,"город Ташкент, Мирабадский район, Фидокор (Чехова) ",Мирабадский,2,70.0,7,8,65000.0
3244,"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 4-й квартал",Мирзо-Улугбекский,2,63.0,3,4,41000.0
3245,"город Ташкент, Мирабадский район, Госпитальный",Мирабадский,2,60.0,6,9,49000.0
3246,"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 4-й квартал",Мирзо-Улугбекский,2,70.0,4,4,36500.0
3247,"город Ташкент, Мирабадский район, Госпитальный",Мирабадский,2,88.0,2,12,70000.0
3248,"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 2-й квартал",Мирзо-Улугбекский,2,47.0,1,5,50000.0
3249,"город Ташкент, Мирабадский район, Афросиаб (пр-т Косманавтов) ",Мирабадский,3,75.0,7,9,115000.0
3250,"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 2-й квартал",Мирзо-Улугбекский,2,60.0,6,9,33000.0
3251,"город Ташкент, Олмазорский район, Каракамыш квартал 2/5",Олмазорский,4,86.0,2,4,46000.0
3252,"город Ташкент, Яшнободский район, Джаркурганская",Яшнободский,2,54.0,2,2,22000.0
3253,"город Ташкент, Яшнободский район, Тузель 1-й квартал",Яшнободский,4,95.0,3,5,43000.0
3254,"город Ташкент, Чиланзарский район, Чиланзар квартал 20Д",Чиланзарский,3,58.9,3,4,55000.0
3255,"город Ташкент, Мирабадский район, Госпитальный",Мирабадский,5,115.0,6,9,90000.0
3256,"город Ташкент, Яшнободский район, 58а Военный Городок",Яшнободский,3,77.0,2,5,85000.0
3257,"город Ташкент, Шайхантахурский район, Лабзак",Шайхантахурский,3,76.0,6,9,55000.0
3258,"город Ташкент, Сергелийский район, Сергели-III",Сергелийский,4,96.0,5,5,38500.0
3259,"город Ташкент, Учтепинский район, Чиланзар 24-й квартал",Учтепинский,4,90.0,3,5,62000.0
3260,"город Ташкент, Яккасарайский район, Кушбеги",Яккасарайский,2,48.0,5,9,23000.0
3261,"город Ташкент, Яккасарайский район, Кушбеги",Яккасарайский,1,39.0,2,5,26700.0
3262,"город Ташкент, Юнусабадский район, Юнусабад 12-й квартал",Юнусабадский,2,51.0,4,4,38000.0
3263,"город Ташкент, Шайхантахурский район, Хадра",Шайхантахурский,2,58.0,2,4,49000.0
3264,"город Ташкент, Мирзо-Улугбекский район, набережная Карасу",Мирзо-Улугбекский,5,110.0,5,5,51000.0
3265,"город Ташкент, Учтепинский район, Чиланзар 31-й квартал",Учтепинский,2,58.0,2,4,31500.0
3266,"город Ташкент, Мирзо-Улугбекский район, набережная Карасу",Мирзо-Улугбекский,3,78.0,3,5,52000.0
3267,"город Ташкент, Мирабадский район, Ойбек",Мирабадский,2,65.0,3,9,53000.0
3268,"город Ташкент, Учтепинский район, Чиланзар 30-й квартал",Учтепинский,2,58.0,7,9,36500.0
3269,"город Ташкент, Мирзо-Улугбекский район, Академгородок",Мирзо-Улугбекский,4,100.0,4,5,60000.0
3270,"город Ташкент, Мирзо-Улугбекский район, Феруза-1",Мирзо-Улугбекский,3,60.0,3,4,37700.0
3271,"город Ташкент, Учтепинский район, 1-й проезд Фазылтепа",Учтепинский,2,63.0,4,4,37000.0
3272,"город Ташкент, Мирабадский район, Госпитальный",Мирабадский,3,75.0,6,10,115000.0
3273,"город Ташкент, Мирабадский район, посольство России",Мирабадский,4,200.0,5,8,270000.0
3274,"город Ташкент, Мирабадский район, Айбек",Мирабадский,2,60.0,2,4,62000.0
3275,"город Ташкент, Мирабадский район, Миробод",Мирабадский,4,100.0,4,4,90000.0
3276,"город Ташкент, Мирабадский район, 1-й Нукусский проезд",Мирабадский,3,120.0,4,4,99000.0
3277,"город Ташкент, Сергелийский район, Qoʻyliq -6 massiv",Сергелийский,5,120.0,5,9,56000.0
3278,"город Ташкент, Мирабадский район, Госпитальный",Мирабадский,2,88.0,2,12,70000.0
3279,"город Ташкент, Мирзо-Улугбекский район, Феруза-1",Мирзо-Улугбекский,3,60.0,3,3,37700.0
3280,"город Ташкент, Яшнободский район, Массив Эльбек",Яшнободский,6,270.0,2,4,270000.0
3281,"город Ташкент, Юнусабадский район, Юнусабад-13",Юнусабадский,3,73.0,5,9,58000.0
3282,"город Ташкент, Юнусабадский район, Юнусабад 14-й квартал",Юнусабадский,5,118.0,2,5,66000.0
3283,"город Ташкент, Олмазорский район, Нурафшон",Олмазорский,4,140.0,5,5,110000.0
3284,"город Ташкент, Мирабадский район, Нукус",Мирабадский,4,180.0,3,7,267000.0
3285,"город Ташкент, Сергелийский район, Сергели-VII",Сергелийский,3,110.0,9,10,53089.0
3286,"город Ташкент, Юнусабадский район, ц-6 Минор (Ц-6) ",Юнусабадский,2,60.0,2,4,60000.0
3287,"город Ташкент, Шайхантахурский район, Гулзор",Шайхантахурский,1,40.0,5,5,23000.0
3288,"город Ташкент, Мирзо-Улугбекский район, ц-1 Буюк ипак йули (Ц-1) ",Мирзо-Улугбекский,3,80.0,1,4,107000.0
3289,"город Ташкент, Юнусабадский район, Олой Бозори",Юнусабадский,3,137.0,3,8,200000.0
3290,"город Ташкент, Шайхантахурский район, 1-й проезд Бельтепа",Шайхантахурский,4,95.0,2,5,75000.0
3291,"город Ташкент, Юнусабадский район, Юнусабад 14кв",Юнусабадский,4,100.0,3,5,78000.0
3292,"город Ташкент, Юнусабадский район, Юнусабад 8кв",Юнусабадский,2,53.0,1,4,39700.0
3293,"город Ташкент, Яшнободский район, Ташсельмаш",Яшнободский,2,50.0,4,4,32000.0
3294,"город Ташкент, Яшнободский район, тупик Мавляна Риёзи",Яшнободский,2,57.0,5,5,32000.0
3295,"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 2-й квартал",Мирзо-Улугбекский,2,50.0,1,4,31500.0
3296,"город Ташкент, Мирзо-Улугбекский район, Феруза-3",Мирзо-Улугбекский,3,60.0,3,4,37500.0
3297,"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 1-й квартал",Мирзо-Улугбекский,2,43.0,4,4,31500.0
3298,"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 1-й квартал",Мирзо-Улугбекский,2,52.0,1,4,31500.0
3299,"город Ташкент, Мирзо-Улугбекский район, Ялангач",Мирзо-Улугбекский,2,48.0,2,4,31500.0
3300,"город Ташкент, Мирзо-Улугбекский район, Карасу 1-й квартал",Мирзо-Улугбекский,2,60.0,5,5,31500.0
3301,"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 1-й квартал",Мирзо-Улугбекский,2,53.0,3,4,31000.0
3302,"город Ташкент, Мирзо-Улугбекский район, 1-й проезд Магрур",Мирзо-Улугбекский,2,40.0,1,3,25500.0
3303,"город Ташкент, Олмазорский район, Бешкурган 1-й квартал",Олмазорский,4,85.0,2,4,56000.0
3304,"город Ташкент, Яккасарайский район, Бабура",Яккасарайский,4,121.0,7,9,105000.0
3305,"город Ташкент, Мирзо-Улугбекский район, Ялангач",Мирзо-Улугбекский,2,45.0,4,4,31000.0
3306,"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 1-й квартал",Мирзо-Улугбекский,2,52.0,4,4,31000.0
3307,"город Ташкент, Яшнободский район, Мавлоно Риёзи",Яшнободский,2,62.0,9,9,30000.0
3308,"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 1-й квартал",Мирзо-Улугбекский,2,50.0,4,4,30000.0
3309,"город Ташкент, Мирабадский район, Тараса Шевченко",Мирабадский,3,80.0,2,4,78000.0
3310,"город Ташкент, Мирзо-Улугбекский район, Карасу 6-й квартал",Мирзо-Улугбекский,2,55.0,1,2,29500.0
3311,"город Ташкент, Мирзо-Улугбекский район, Ялангач",Мирзо-Улугбекский,2,50.0,1,4,29500.0
3312,"город Ташкент, Юнусабадский район, Проспект Амира Тимура",Юнусабадский,4,215.0,7,9,180000.0
3313,"город Ташкент, Мирзо-Улугбекский район, Мирзо Улугбека",Мирзо-Улугбекский,1,35.0,4,4,27500.0
3314,"город Ташкент, Мирзо-Улугбекский район, Гульбаданбегим",Мирзо-Улугбекский,2,45.0,3,7,43000.0
3315,"город Ташкент, Мирзо-Улугбекский район, Олимлар (Морозова) ",Мирзо-Улугбекский,2,38.0,4,5,33000.0
3316,"город Ташкент, Шайхантахурский район, Гульабад",Шайхантахурский,3,72.0,3,4,54000.0
3317,"город Ташкент, Чиланзарский район, Чиланзар 17-й квартал",Чиланзарский,4,105.0,6,9,60000.0
3318,"город Ташкент, Мирабадский район, Госпитальный",Мирабадский,3,85.0,9,9,59800.0
3319,"город Ташкент, Мирабадский район, Мингурик",Мирабадский,1,38.0,4,4,46500.0
3320,"город Ташкент, Чиланзарский район, Чиланзар 2-й квартал",Чиланзарский,1,30.0,1,3,25000.0
3321,"город Ташкент, Яшнободский район, Тузель 2-й квартал",Яшнободский,5,110.0,3,5,58000.0
3322,"город Ташкент, Мирзо-Улугбекский район, Ялангач",Мирзо-Улугбекский,2,50.0,1,4,31000.0
3323,"город Ташкент, Яккасарайский район, Шота Руставели",Яккасарайский,3,126.0,1,8,76000.0
3324,"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак Йули",Мирзо-Улугбекский,2,60.0,3,4,102000.0
3325,"город Ташкент, Юнусабадский район, Юнусабад 11-й квартал",Юнусабадский,2,51.0,1,4,39500.0
3326,"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 2-й квартал",Мирзо-Улугбекский,2,48.0,3,4,28500.0
3327,"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 1-й квартал",Мирзо-Улугбекский,2,48.0,4,4,28000.0
3328,"город Ташкент, Мирзо-Улугбекский район, Буз-2 (Буз) ",Мирзо-Улугбекский,2,50.0,4,5,28000.0
3329,"город Ташкент, Мирзо-Улугбекский район, Карасу 2-й квартал",Мирзо-Улугбекский,1,38.0,5,5,23000.0
3330,"город Ташкент, Мирзо-Улугбекский район, Буз-2 (Буз) ",Мирзо-Улугбекский,2,35.0,1,5,26000.0
3331,"город Ташкент, Мирзо-Улугбекский район, Феруза-3",Мирзо-Улугбекский,2,48.0,3,4,26000.0
3332,"город Ташкент, Мирзо-Улугбекский район, Карасу 6-й квартал",Мирзо-Улугбекский,2,50.0,2,3,25000.0
3333,"город Ташкент, Мирзо-Улугбекский район, городской посёлок Улугбек",Мирзо-Улугбекский,2,54.0,5,9,23500.0
3334,"город Ташкент, Яшнободский район, Циолковского",Яшнободский,3,130.0,2,9,99000.0
3335,"город Ташкент, Юнусабадский район, Юнусабад 19-й квартал",Юнусабадский,3,92.0,4,5,49000.0
3336,"город Ташкент, Мирабадский район, Фидокор (Чехова) ",Мирабадский,4,100.0,8,9,95000.0
3337,"город Ташкент, Яккасарайский район, Афросиаб (пр-т Косманавтов) ",Яккасарайский,2,52.0,3,4,75000.0
3338,"город Ташкент, Чиланзарский район, Чиланзар квартал Е",Чиланзарский,3,114.0,3,9,160000.0
3339,"город Ташкент, Мирзо-Улугбекский район, Паркент",Мирзо-Улугбекский,3,80.0,6,7,75000.0
3340,"город Ташкент, Чиланзарский район, жилой комплекс Новза",Чиланзарский,4,125.0,3,9,210000.0
3341,"город Ташкент, Чиланзарский район, жилой комплекс Новза",Чиланзарский,4,125.0,6,9,250000.0
3342,"город Ташкент, Юнусабадский район, ц-6 Минор (Ц-6) ",Юнусабадский,3,70.0,3,4,75000.0
3343,"город Ташкент, Юнусабадский район, проспект Амира Темура",Юнусабадский,2,52.0,1,4,63000.0
3344,"город Ташкент, Учтепинский район, Чиланзар 13-й квартал махалля Кухна-Чупонота",Учтепинский,2,46.0,4,4,32500.0
3345,"город Ташкент, Мирзо-Улугбекский район, Буз-1 (Буз базар) ",Мирзо-Улугбекский,2,50.0,5,5,29500.0
3346,"город Ташкент, Чиланзарский район, Чиланзар 10-й квартал",Чиланзарский,2,47.0,5,5,27000.0
3347,"город Ташкент, Учтепинский район, Чиланзар 11-й квартал",Учтепинский,2,47.0,1,4,34500.0
3348,"город Ташкент, Яшнободский район, Истикбол",Яшнободский,3,68.0,2,4,65000.0
3349,"город Ташкент, Яшнободский район, Паркент",Яшнободский,3,70.0,9,9,39800.0
3350,"город Ташкент, Яккасарайский район, Башлык",Яккасарайский,3,84.0,7,9,55800.0
3351,"город Ташкент, Мирабадский район, Куйлюк 3-й квартал",Мирабадский,2,63.0,1,9,31500.0
3352,"город Ташкент, Яшнободский район, Паркент",Яшнободский,2,48.0,5,9,55000.0
3353,"город Ташкент, Мирзо-Улугбекский район, 1-й переулок Махатмы Ганди",Мирзо-Улугбекский,3,94.0,2,9,85000.0
3354,"город Ташкент, Чиланзарский район, Бешёгоч",Чиланзарский,4,95.0,3,4,95000.0
3355,"город Ташкент, Мирзо-Улугбекский район, Дурмон йули",Мирзо-Улугбекский,2,70.0,3,6,85000.0
3356,"город Ташкент, Мирзо-Улугбекский район, Ул.Паркентская",Мирзо-Улугбекский,2,80.0,4,9,59000.0
3357,"город Ташкент, Мирзо-Улугбекский район, Дурмон йули",Мирзо-Улугбекский,3,105.0,3,6,126000.0
3358,"город Ташкент, Мирзо-Улугбекский район, Дурмон йули",Мирзо-Улугбекский,3,86.0,5,6,103000.0
3359,"город Ташкент, Чиланзарский район, проспект Бунёдкор (дублёр)",Чиланзарский,3,70.0,9,9,49000.0
3360,"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак Йули",Мирзо-Улугбекский,4,118.0,6,9,105000.0
3361,"город Ташкент, Юнусабадский район, Юнусабад 14-й квартал",Юнусабадский,2,60.0,9,9,30000.0
3362,"город Ташкент, Мирзо-Улугбекский район, Хумаюн",Мирзо-Улугбекский,4,98.0,6,9,52000.0
3363,"город Ташкент, Юнусабадский район, Юнусабад 13-й квартал",Юнусабадский,2,51.0,4,4,34000.0
3364,"город Ташкент, Юнусабадский район, Кашгар",Юнусабадский,2,60.0,9,9,35000.0
3365,"город Ташкент, Мирзо-Улугбекский район, Феруза-1",Мирзо-Улугбекский,1,41.0,5,5,23500.0
3366,"город Ташкент, Чиланзарский район, Илгор",Чиланзарский,2,47.0,4,4,28500.0
3367,"город Ташкент, Учтепинский район, Чиланзар 26-й квартал",Учтепинский,2,47.0,2,5,33500.0
3368,"город Ташкент, Мирзо-Улугбекский район, Феруза-1",Мирзо-Улугбекский,1,38.0,3,4,26500.0
3369,"город Ташкент, Мирзо-Улугбекский район, Ялангач",Мирзо-Улугбекский,1,40.0,5,5,26500.0
3370,"город Ташкент, Мирзо-Улугбекский район, Феруза-1",Мирзо-Улугбекский,1,42.0,4,4,28000.0
3371,"город Ташкент, Яшнободский район, жилой комплекс Parkent Village массив Мавлоно Риёзи",Яшнободский,1,43.0,3,4,31000.0
3372,"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак йули (Луначарское) ",Мирзо-Улугбекский,1,39.0,2,5,34000.0
3373,"город Ташкент, Яшнободский район, Ташсельмаш",Яшнободский,1,41.0,2,4,34500.0
3374,"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак Йули",Мирзо-Улугбекский,1,33.0,5,5,25500.0
3375,"город Ташкент, Мирзо-Улугбекский район, Ялангач",Мирзо-Улугбекский,1,30.0,4,4,25000.0
3376,"город Ташкент, Юнусабадский район, Кашгар",Юнусабадский,1,50.0,7,9,37000.0
